	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
1147	1,26330873682467E+018	@chuckwoolery Yes me, too. Ventilation can be very dangerous, any Pulmonary Dr. will support that. When my husband had cardiac arrest he was on for 6 days, the Pulmonary Physician worked to get him off it ASAP, otherwise body becomes dependent & they may never be able to breath on their own	1	1.0	0.0	0.0
1148	1,26481749931016E+018	@MadhavSheth1 Also Realme Watch will support 14 sports modes for activity tracking, including football, basketball, aerobics, badminton, yoga, treadmill, running, and biking modes😍 @MadhavSheth1 @realmemobiles #LeapToNext #realmeWatch	0	0.0	0.0	0.0
1149	1,26690682832928E+018	Because every timeline needs more baby goats. https://t.co/dhRz09GO0P	0	0.0	0.0	0.0
1150	1,26758245999199E+018	@tsuintera Yet the peaceful protesters did not stop or prevent the looters from continuing to damage the city .....while being shielded by the protesters group	0	0.0	0.0	0.0
1151	1,26780310974677E+018	Super Analysis right here to dispel myths.	0	0.0	0.0	0.0
1152	1,26980596541684E+018	To reach your goals, reverse engineer them https://t.co/Cws93OwBVR	0	0.0	0.0	0.0
1153	1,27108118547783E+018	Precautions must be taken to prevent fire and explosion including appropriate protection of storage vessels for the LPG cylinders. #StoryYaGasWebinar	0	0.0	0.0	0.0
1154	1,27133920159483E+018	@ChrisLuv John Harrison would be proud of you! Have you seen the exhibition at Greenwich Observatory? I saw it years ago, I assume Harrison's clocks are still there	0	0.0	0.0	0.0
1155	1,2717302785334E+018	"FULL PORNO WITH KIM KARDASHIAN---------------->>>>>>>https://t.co/19UdWuV6Ij ""I LOVE YOU MORE THAN LOVE"" #逃げ恥 Megan's big butt arab hot muslim woman fucked masturbation porn usa"	0	0.0	0.0	0.0
1156	1,27184937545138E+018	The weaponization of medical language emboldened white supremacy with the authority of the white coat. How will we stop it from happening again? George Floyd's Autopsy and the Structural Gaslighting of America https://t.co/YOnFH9dQtI via @sciam	0	0.0	0.0	0.0
1157	1,27243509355087E+018	My article is featured on the @ResearchGate #COVID19 community page. Read it here: https://t.co/DUK2cdFHbT	1	0.0	1.0	1.0
1158	1,27255200978738E+018	@NormBoyington I tend to steer clear of those topics on here, to be honest. There are plenty of forums for debate, away from more general social media. I know it’s hard when you see something you don’t agree with, but much better to bite the tongue and scroll past.	0	0.0	0.0	0.0
1159	1,27330850680495E+018	The suicide rate is higher because of lack of opportunities, unemployment a faulty healthcare system, men feeling expendable and lack of fathers. How is this going to address any of that? America is low on the happiness index. https://t.co/RdybLtFb1Q	1	1.0	0.0	0.0
1160	1,27412961752003E+018	Hopes raised for cancer treatment after experiments halted tumour growth in mice https://t.co/TIVG01SEDL	1	1.0	1.0	1.0
1161	1,27439603864486E+018	"New preprint from the awesome @Amelia_Lindsey's postdoc in the lab w/ @hardy_lab collaboration. ""Wolbachia and virus alter the host transcriptome at the interface of nucleotide metabolism pathways"" https://t.co/QQoITEzwB2"	1	1.0	1.0	1.0
1162	1,27465473493942E+018	Abah getting old, Ummi getting old. The clock never stop ticking. I just pray Allah gives me enough time to give back and show how grateful I am for all their sacrifices. Aamiin.	0	0.0	0.0	0.0
1163	1,2750541361748E+018	@ConnCFC To my knowledge Söyüncü isn’t very available, lol. Leicester are in no need to sell, hence why Chilwell will also be so expensive. Tagliafico just makes too much sense. Either way, if you add Havertz, idc who else, this window is a massive success. My opinion.	0	0.0	0.0	0.0
1164	1,27518947622719E+018	@Csrv @Jay4profit thanks. Yes. Over reaction but these can lead to bigger moves upward too. So just staying chill for now	0	0.0	0.0	0.0
1167	1,27692688950498E+018	“In their haste to silence Georgians’ demand for police accountability, the state Legislature has produced a severely flawed bill that may substantially reduce penalties for deliberately killing a police officer,” @andreayoungATL said. #gapol https://t.co/nDocVRSsxj #gapol	0	0.0	0.0	0.0
1168	1,27694400390113E+018	@IffatHasanRizvi @iffat Please read this research analysis https://t.co/2VgsIg8Trp	1	0.0	1.0	1.0
1170	1,27930874035372E+018	TMH's ELOHYIM is Real... TMH's ELOHYIM Emphasize A CHOSEN FEW HOLY PEOPLE OF DIFFERENT NATIONS... Not majority of Out of Nature Negropeans or heavy hearted religious fanatics. Not Christians Not Buddhist Not Islamic Not Judaism Not Scientist A FEW HOLY PEOPLE 9.13 144,000	0	0.0	0.0	0.0
1171	1,27986628038475E+018	Why do transmog conversations always lead to bunny uniforms? What MMORPGs are you playing that has this? #Rewind @PantheonPlus	0	0.0	0.0	0.0
1172	1,28091220173421E+018	When I see someone in the Disney community tweet a vague post stating “They abused & assaulted 20+ people” and a LIST of 15+ coworkers come to mind as I think “which one is this about” THATS A PROBLEM!! Disney HR does nothing when cases are reported which leads to more victims	0	0.0	0.0	0.0
1173	1,28136389018232E+018	@gavanw You might find all the algebraic topology based analysis of the emergence of structure in the activated brain that came out of the Blue Brain project a few years ago interesting. New Scientist is pretty terrible, but this is an okay surface introduction: https://t.co/GWYUxc4RGc	1	0.0	1.0	1.0
1174	1,28165534079518E+018	#RadheShyam 5m loading dont decrease the speed 💥 https://t.co/MUywXboLTl	0	0.0	0.0	0.0
1175	1,28223044032624E+018	New article by @johnwenger9. Burning of solid fuels for home heating is the biggest source of #AirPollution in small towns. Switching to clean energy sources has benefits for #airquality, #ClimateChange and also reduces the impact of #COVID__19 https://t.co/HGjJLjDOXi	1	1.0	1.0	1.0
1176	1,2830087919576E+018	There are more with us than with them—because Jesus Christ is with us, backing us, urging us to use His name and to focus on “asking” for “whatsoever” we desire from God. We live from faith to faith and victory to victory. Go to https://t.co/PobwkqIsbr https://t.co/kiJblw3ORw	0	0.0	0.0	0.0
1177	1,2830135792062E+018	Brilliant online symposium today, ‘Light Installations: Magic & Heritage’, with fascinating selection of speakers sharing knowledge and techniques. Experiences such as this by @HeinrichPalmer are indeed magical. #lightheritagemagic https://t.co/Ae8rPWuUGp	0	0.0	0.0	0.0
1179	1,28420571987761E+018	TikTok Treats Join TikTok Treats to win free realme mobile phones and permenent MLBB skins. Please download TikTok from https://t.co/RBAApoUqwj	0	0.0	0.0	0.0
1180	1,28431377631388E+018	@TexCIS @FoxNewsSunday 'Researchers found “no evidence that urban protests reignited Covid-19—cities which had protests saw an increase in social distancing behavior for the overall population—leading to “modest evidence of a small longer-run case growth decline.”' https://t.co/7eVBgYs9Jj	1	1.0	1.0	1.0
1181	1,28437460287388E+018	The new age initiative !! The new face of fanism !! The fellowship of all die-hard Chiyaan Vikram fans from Kerala. @VikramTrendsKL Follow and Support 😊 #VikramTrendsKerala 🔥 #ChiyaanVikram https://t.co/iDRvpfRRVv	0	0.0	0.0	0.0
1182	1,28439178104875E+018	New study emphasises the extraordinary degree to which Covid fatalities are concentrated among older people and not the young or middle aged. https://t.co/w0W64bijk3 via @MailOnline	1	1.0	1.0	1.0
1183	1,28675481233221E+018	@EmericanJohnson OK I will try to cancel. Here is a hot take that might cause some vocal disagreement with some vietnamese: Le Duan was not strategically competent and ran the war badly. Giap was better but still not exactly a military genius. Loads of errors cost many lives. They still won tho	1	1.0	0.0	0.0
1185	1,28823234437396E+018	streamers who support each other & don’t think everyone is competition >>>	0	0.0	0.0	0.0
1186	1,29376940150679E+018	"HCQ saves lives! ""Why would the non-doctors, Google, Twitter, Facebook, try to stop people from getting something that really does help people? It certainly helped me."" Rep. Louie Gohmert to Newsmax TV: They Wanted Me to 'Just Die'; HCQ Saved Me https://t.co/39mGOvQyDy"	1	1.0	0.0	0.0
1187	1,29390894016659E+018	Today the El Paso Department of Health reports 20 COVID-19 deaths. While this is the highest single-day increase, the deaths did not occur on the same day. https://t.co/p6NmrYpR0U	1	1.0	0.0	0.0
1188	1,29434189106071E+018	@itsSSR @dishasalian26 Murder. Time @MumbaiPolice @CPMumbaiPolice @CMOMaharashtra @DGPMaharashtra @PawarSpeaks @OfficeofUT @AUThackeray #SanjayRaut @AnilDeshmukhNCP @Tweet2Rhea @MaheshNBhatt @advmajeedmemon stop duping the nation of 1 billion #LowerClass #MiddleClass?? @Swamy39 https://t.co/gvE8A20BrG	0	0.0	0.0	0.0
1189	1,29435537611735E+018	France: N. Mayer. “Bring the Poor Back In! Inequalities, Welfare and Politics”. In: European Political Science 13.2 (2014), pp. 187-200. https://t.co/bU7aVSgwU1. https://t.co/zhcg3vGe8r	1	0.0	1.0	1.0
1190	1,29457455943009E+018	Scientists discover way to make quantum states last 10,000 times longer https://t.co/Q3mvvLt1Sb #ComputerScience	1	1.0	1.0	1.0
1191	1,29543606950111E+018	@Jonik32352469 This could increase the number of covert murders.	0	0.0	0.0	0.0
1192	1,29556584126665E+018	Australia's Victoria reports lowest rise in COVID-19 cases in a month https://t.co/KCLKkyFLIs Source: EWN	1	1.0	0.0	1.0
1194	1,2978288825575E+018	wishing others badluck is clearly inhumane act what's wrong with asking support from OT4 about Lisa's issues too? they should always put in mind that being an ot4 is not just a word, it's an obligation to protect and defend the 4 of them. U ABSOLUTELY LOSS UR HUMANITY FOR KPOP! https://t.co/9FRc28c9qN	0	0.0	0.0	0.0
1195	1,29814787159051E+018	there's biometrics - where's the tell	0	0.0	0.0	0.0
1196	1,29822273571842E+018	Upper West Side residents furious, considering suing New York City over homeless increase - ABC7 New York https://t.co/UILIg6QjcN #SmartNews	0	0.0	0.0	0.0
1197	1,29845222285076E+018	All imma say is...I haven’t had a bad report yet	0	0.0	0.0	0.0
1199	1,30161355689554E+018	MSU Athletics has partnered with the Michigan Department of State and local election officials to promote civic engagement prior to the 2020 Presidential Election and some of their partnership initiatives are already underway. https://t.co/K1T6uTSD0D	0	0.0	0.0	0.0
1200	1,30191703330361E+018	The difference between how smoking and obesity are treated, despite producing roughly similar results for public health (tho obesity might be worse now) is fascinating	1	1.0	0.0	0.0
1201	1,30345859025502E+018	#USDCAD 8th September 2020 Short Pullback Daily Bearish rejection off support 148 pips 148pips 1:1 1% Trade reversed at start of new week to make higher highs and stop trade 9th September 2020 Not a bad trade, just not a successful one. https://t.co/NBSzkPpypb	0	0.0	0.0	0.0
1205	1,30492859165912E+018	Have you ever seen 2 Titans attacking each other and a NonTitan tries to intervene? It's so amazing how they both turn against the non Titan. 🤣🤣🤣🤣 Titans are a vibe #MyBestTachaPics https://t.co/pZ8A1IENzu	0	0.0	0.0	0.0
1206	1,30590785408847E+018	"""Election laws can sometimes be robotically applied with harsh results. Be mindful that the deadlines and rules associated with petitions are not discretionary and can be used in objections to disqualify potential candidates.""- John O'Driscoll https://t.co/1hEfV4VP73 https://t.co/yp4LFs4mvf"	0	0.0	0.0	0.0
1207	1,3061151699326E+018	Yejin is back on 1st place but don't stop voting! The other fandoms will for sure vote harder for their favs now that thei behind✌🏼 https://t.co/Owekzm3VjC	0	0.0	0.0	0.0
1208	1,3075198616906E+018	A growing number of otherwise well people are developing a form of PTSD from an Administration and its cheerleaders, whose malevolence and contempt for life is beyond comprehension. https://t.co/JjxIYdEd1G	1	1.0	1.0	1.0
1209	1,30776384066321E+018	The Montana press really needs to run with this story. The first-term congressman rejects evolution, dismisses the science of climate change and recently promoted the idea that “herd immunity” is the solution to the coronavirus pandemic. https://t.co/Y2d3npb9ll via @HuffPostPol	1	1.0	0.0	1.0
1210	1,30884917991832E+018	@djammmer @nilsvanwoensel Config will depend on the VPN solution but the essence is to ensure that CM client is using CMG / MU for all management traffic. There is no reason for ConfigMgr to go over the VPN. Period. https://t.co/bKieWzpsEx	0	0.0	0.0	0.0
1211	1,30887626321865E+018	Teach anti-whites to stop hating. #education	0	0.0	0.0	0.0
1212	1,30901322402991E+018	Chilean abuse survivors fear COVID crisis will stop investigations into accused clergy, by @inesanma https://t.co/3nYbXxpJNW	0	0.0	0.0	0.0
1213	1,30969471917009E+018	Not just yet - The Heat started fast in the 1st quarter, but then the shots stopped falling and the stops stopped coming. Boston beats Miami 119-106. Heat lead the ECF 3 games to 2, Game 6 Sunday at 7:30.	0	0.0	0.0	0.0
1214	1,31052143745568E+018	Hmph! No kidding, I do have a dynamite body, although I really don't have time to do modeling. *bites lower lip* Moh~	0	0.0	0.0	0.0
1215	1,31092740864474E+018	The multifarious nature of the damage means treatments for cardiac issues during infection will require tailored approaches. https://t.co/nDMT1ARVkz	1	1.0	1.0	1.0
1216	1,31160433775658E+018	Finally out in @NatureGenet : Phenome-wide Mendelian randomization mapping the influence of the plasma proteome on complex diseases https://t.co/7UQUM1SGu1. It comes with a nice query tool: https://t.co/DiHManDi6T #proteomics #pQTL	1	0.0	1.0	1.0
1217	1,31209435600274E+018	@SpeakerPelosi @RandPaul @senatemajldr @SenatorRomney @TeamPelosi @McConnellsNeck @ScottforFlorida please pass Payroll Support Program ExtensionAct HR 8504 NOW. We have been furloughed and we need our jobs. We are essential workers! 🙏🏼✈️💙‼️	0	0.0	0.0	0.0
1218	1,31317568364495E+018	Priority for future research on impact of Covid on suicide/self-harm is role of inequalities that are a feature of both - economic, regional & ethnic. Once we know the effect on overall numbers, this becomes the key question.	1	1.0	0.0	1.0
1219	1,31360590346418E+018	@Ali_at_home @Juneo_x @magoniareview @JuliaHB1 @WomensPrize Trans people support only trans people. Ask Lesbians whose dating sites are infested with men. I don't buy your thinking, you won't persuade me so goodnight.	1	1.0	0.0	0.0
1220	1,31441965117923E+018	Celebs support #SanaKhan's decision of quitting showbiz https://t.co/ubO3uLgDim	0	0.0	0.0	0.0
1221	1,31514031663529E+018	23 DAYS to STOP the SPREAD of DEMOCRATIC SOCIALISM.	0	0.0	0.0	0.0
1222	1,31532511782893E+018	Congratulations to Sir Seewoosagur Ramgoolam International Airport in Mauritius on becoming #AHAaccredited! The programme promotes the recognition of professional excellence in maintaining safe hygienic facilities. Learn more: https://t.co/BFyIAtSuPi @GroupeADP @ACI_Africa https://t.co/8mtCynppWf	0	0.0	0.0	0.0
